Date,Spread,EIAEBRT,EIALALS,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-11-28,-2.6581618736865025,57.97,1.809,2.4816349725880835,33.51473845974931,1.0,1.0,-33.51473845974931,0.005520096601690616,8.756540593620185
2018-11-29,-2.3280490906430984,58.29,1.809,2.49053339945782,33.50914819825489,1.0,1.0,-33.50914819825489,0.4160919892536534,9.172632582873838
2018-11-30,-2.1267068164439493,57.71,1.786,2.4960392264502604,33.50319530595966,1.0,1.0,-33.50319530595966,-1.1954530779651944,7.977179504908644
2018-12-03,-1.8674131890462107,60.17,1.852,2.4997263313771794,33.49752332021934,1.0,1.0,-33.49752332021934,0.19832271291254935,8.175502217821194
2018-12-04,-0.47711146289016426,61.22,1.842,2.498075352500862,33.49463163023353,1.0,1.0,-33.49463163023353,0.02112405472017685,8.196626272541371
2018-12-05,-0.2582794432583455,61.4,1.841,2.494511048730104,33.49173245152544,1.0,1.0,-33.49173245152544,0.36027593140008607,8.556902203941457
2018-12-06,-3.0465308941183267,57.83,1.818,2.509153181753798,33.48544053581866,1.0,1.0,-33.48544053581866,-0.22760814263062695,8.32929406131083
2018-12-07,0.29786302455107005,61.71,1.834,2.5083448399091397,33.48535276742035,1.0,1.0,-33.48535276742035,0.7803454796056,9.10963954091643
2018-12-10,0.35167034790058693,60.29,1.79,2.5069379946307024,33.485100364301346,-1.0,-1.0,33.485100364301346,0.27118307893127325,9.380822619847702
2018-12-11,-0.676589515319364,59.73,1.804,2.510941497534773,33.48480571802625,-1.0,-1.0,33.48480571802625,1.0544852463919216,10.435307866239624
2018-12-12,-2.3695754271638876,59.94,1.861,2.5237890646156407,33.48177078300048,1.0,1.0,-33.48177078300048,-0.6808591827285178,9.754448683511106
2018-12-13,-4.5155403677453165,59.03,1.898,2.552920389408005,33.48026362894906,1.0,1.0,-33.48026362894906,0.7858271266289969,10.540275810140102
2018-12-14,-3.47338415972699,58.56,1.853,2.5742368375749245,33.47727153789908,1.0,1.0,-33.47727153789908,0.1099014700428122,10.650177280182914
2018-12-17,-4.201124004386422,57.59,1.846,2.6013464339174655,33.47298158417466,1.0,1.0,-33.47298158417466,0.7936462202728768,11.44382350045579
2018-12-18,-4.984674180646692,55.26,1.8,2.6354132053207198,33.4692634336926,1.0,1.0,-33.4692634336926,-0.40291604276358706,11.040907457692203
2018-12-19,-5.372910201855781,55.6,1.822,2.6727849423183123,33.46482447961349,1.0,1.0,-33.46482447961349,0.31770136403717075,11.358608821729375
2018-12-20,-7.449305604679644,52.84,1.802,2.733965744915815,33.45688435331834,1.0,1.0,-33.45688435331834,1.115336436709964,12.473945258439338
