Date,Spread,WHEATSF,EIANYGR,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,-0.5036149307656945,4.32,1.829,0.5543706122245725,2.6372962989424247,1.0,1.0,-2.6372962989424247,0.06724042692107551,0.06724042692107551
2018-01-02,-0.3451111671518312,4.38,1.792,0.5533121078490468,2.636780785240977,1.0,1.0,-2.636780785240977,-0.03501011537587946,0.03223031154519605
2018-01-03,-0.3830592292881212,4.42,1.822,0.5523462019156309,2.6361466681054453,1.0,1.0,-2.6361466681054453,-0.018993309864136526,0.013237001681059526
2018-01-04,-0.4275507818788453,4.4,1.832,0.5519072964814594,2.635125972641291,1.0,1.0,-2.635125972641291,0.012484904003861333,0.02572190568492086
2018-01-05,-0.42575057566274044,4.36,1.817,0.5518273788184841,2.633874835257425,1.0,1.0,-2.633874835257425,-0.015578174237493664,0.010143731447427196
2018-01-08,-0.4693474935668105,4.33,1.823,0.5516972312377628,2.6326645603767473,1.0,1.0,-2.6326645603767473,-0.044774058991007074,-0.03463032754357988
2018-01-09,-0.5195944944499606,4.38,1.862,0.5516093321873331,2.6313611678034157,1.0,1.0,-2.6313611678034157,0.0031530193003330258,-0.03147730824324685
2018-01-10,-0.49951754020215944,4.4,1.863,0.551726930850107,2.6299074289866664,1.0,1.0,-2.6299074289866664,-0.006507682874960402,-0.03798499111820725
2018-01-11,-0.5147990882190792,4.39,1.866,0.5517995901054291,2.6285096935793564,1.0,1.0,-2.6285096935793564,-0.060063326118293126,-0.09804831723650037
2018-01-12,-0.7033783238103464,4.25,1.886,0.5527632763244914,2.6263935969301944,1.0,1.0,-2.6263935969301944,0.0,-0.09804831723650037
2018-01-15,-0.6994702572970066,4.25,1.886,0.5536756748468972,2.624321451376992,1.0,1.0,-2.624321451376992,0.0017200336032459733,-0.0963282836332544
2018-01-16,-0.7145312742080128,4.21,1.878,0.5546628235452732,2.6222211257763646,1.0,1.0,-2.6222211257763646,-0.023030612427933354,-0.11935889606118774
2018-01-17,-0.7258804349291701,4.26,1.903,0.5557625977105104,2.6200107382707145,1.0,1.0,-2.6200107382707145,-0.022276249279709656,-0.14163514534089738
2018-01-18,-0.7417838184366667,4.3,1.926,0.5569046260675523,2.6177486077033576,1.0,1.0,-2.6177486077033576,0.009333215986560044,-0.13230192935433735
2018-01-19,-0.7359911375143158,4.27,1.914,0.5580337233694681,2.615460364427542,1.0,1.0,-2.615460364427542,-0.03943487230876012,-0.17173680166309746
2018-01-22,-0.7895289693838592,4.3,1.948,0.5595580441996757,2.612694542804856,1.0,1.0,-2.612694542804856,-0.03648356140458181,-0.20822036306767927
2018-01-23,-0.871157328222866,4.27,1.97,0.5614624139934753,2.6097245320928253,1.0,1.0,-2.6097245320928253,0.013530978581247894,-0.1946893844864314
2018-01-24,-0.7742338539259919,4.39,1.981,0.5629076440434931,2.606882308897522,1.0,1.0,-2.606882308897522,0.022017043466566213,-0.17267234101986517
2018-01-25,-0.7193314546122949,4.4,1.966,0.5640268019809838,2.603932581186315,1.0,1.0,-2.603932581186315,-0.027798831359041584,-0.20047117237890677
2018-01-26,-0.7297887750174352,4.47,1.999,0.5652500417482759,2.601194985001218,1.0,1.0,-2.601194985001218,0.0231020841888306,-0.17736908819007619
2018-01-29,-0.6341707552100111,4.55,1.995,0.5660884720625236,2.598581832185469,1.0,1.0,-2.598581832185469,0.07489449809177127,-0.10247459009830491
2018-01-30,-0.43579405540769933,4.63,1.951,0.5663672873503697,2.5965115609470524,1.0,1.0,-2.5965115609470524,-0.029431202626397167,-0.13190579272470207
