Date,Spread,EIAEBRT,BFO1MEU,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2019-08-27,-0.030899031186535808,58.44,58.79,1.0278497015637649,0.9945721896782878,1.0,1.0,-0.9945721896782878,0.0012303791485401838,0.31022207164165666
2019-08-28,0.02828703033207347,60.42,60.72,1.0276176607938459,0.9945934283542149,1.0,1.0,-0.9945934283542149,0.0034688377551818964,0.3136909093968386
2019-08-29,0.23698819316141595,60.59,60.68,1.0276032368200305,0.9946112690645779,-1.0,-1.0,0.9946112690645779,-0.010705185908802097,0.3029857234880365
2019-08-30,0.8853154303597321,61.04,60.48,1.0282759715794902,0.9946211073022532,-1.0,-1.0,0.9946211073022532,0.0049418311736746864,0.3079275546617112
2019-09-02,0.5611767117431654,58.55,58.3,1.0285243097361791,0.9946624920798771,-1.0,-1.0,0.9946624920798771,0.0008644094257805619,0.30879196408749177
2019-09-03,0.5069845622006355,57.93,57.73,1.0287898191077267,0.9946824084150245,-1.0,-1.0,0.9946824084150245,-8.884738784051271e-05,0.3087031166996512
2019-09-04,0.5208701387605004,60.68,60.48,1.029014161510957,0.9946946074940394,-1.0,-1.0,0.9946946074940394,-0.006152381287123906,0.3025507354125273
2019-09-05,0.8994565329765294,62.7,62.13,1.029400701949489,0.9946973035091496,-1.0,-1.0,0.9946973035091496,0.0007139160354638456,0.30326465144799114
2019-09-06,0.8416576186527038,61.28,60.76,1.029937465087355,0.9947060958088759,-1.0,-1.0,0.9947060958088759,-0.010171416016567167,0.29309323543142396
2019-09-09,1.4806077176106882,63.99,62.84,1.032574603937345,0.9947388969189896,-1.0,-1.0,0.9947388969189896,0.002511997834513084,0.295605233265937
2019-09-10,1.332220832601024,64.67,63.67,1.0349875902137076,0.9947821449253805,-1.0,-1.0,0.9947821449253805,0.00285930172927552,0.2984645349952125
2019-09-11,1.1228341803953583,63.02,62.22,1.0365145510468607,0.9948114082225112,-1.0,-1.0,0.9948114082225112,0.0021256609396972798,0.3005901959349098
2019-09-12,0.9602601935550865,60.76,60.11,1.0376347893477664,0.994838459598152,-1.0,-1.0,0.994838459598152,-0.004257947409890953,0.2963322485250189
2019-09-13,1.2205059896670463,61.25,60.34,1.039078402971734,0.9948540604960714,-1.0,-1.0,0.9948540604960714,0.0062650660721962625,0.3025973145972152
2019-09-16,0.946903251875554,68.42,67.82,1.0401140960326967,0.9948849417299388,-1.0,-1.0,0.9948849417299388,0.00791573323465257,0.31051304783186773
2019-09-17,0.3854792194237291,65.59,65.54,1.0400579492080586,0.9948813057762628,-1.0,-1.0,0.9948813057762628,-0.0006725780824580058,0.3098404697494097
2019-09-18,0.4326155941590528,64.29,64.19,1.0379585681187462,0.9948182646181797,-1.0,-1.0,0.9948182646181797,0.004651667404991145,0.31449213715440083
2019-09-19,0.13682648874750214,64.25,64.45,1.0372682159448103,0.9947738326028316,-1.0,-1.0,0.9947738326028316,-0.007381162591623754,0.3071109745627771
2019-09-20,0.610906073829554,65.23,64.96,1.0368339557084543,0.9947520616713432,-1.0,-1.0,0.9947520616713432,9.728771354163349e-06,0.3071207033341313
2019-09-23,0.6091507779225935,64.66,64.39,1.0365168032960512,0.9947328656946328,-1.0,-1.0,0.9947328656946328,0.0003179550200596952,0.307438658354191
2019-09-24,0.5872946111946007,64.13,63.88,1.0363730389760764,0.99471987145907,-1.0,-1.0,0.99471987145907,3.720555551219376e-05,0.30747586390970316
2019-09-25,0.580576076430205,62.41,62.16,1.0354131626740686,0.9946818520522811,-1.0,-1.0,0.9946818520522811,6.967266435745946e-06,0.3074828311761389
2019-09-26,0.580657447457483,62.08,61.83,1.0348250416163352,0.9946521519091464,-1.0,-1.0,0.9946521519091464,0.002404488246681198,0.3098873194228201
2019-09-27,0.4351633362353269,62.48,62.38,1.0344149113277663,0.9946270705957786,-1.0,-1.0,0.9946270705957786,9.010743328125015e-05,0.30997742685610136
