Date,Spread,EIAEBRT,GOEUARA,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2021-01-27,2.4807495174866148,55.07,443.0,4.469835972968188,0.11871162637136204,-1.0,-1.0,0.11871162637136204,0.0026938391800566653,0.7483897951680368
2021-01-28,2.659551039425736,54.87,439.5,4.4697696093902195,0.11879510571234189,-1.0,-1.0,0.11879510571234189,-0.007330904225403767,0.7410588909426331
2021-01-29,3.1682054476636097,55.25,438.0,4.468722885745286,0.11890820674049404,-1.0,-1.0,0.11890820674049404,-0.01751149161335711,0.723547399329276
2021-02-01,2.68959539243604,56.42,451.5,4.4683116889861445,0.11900421839992018,-1.0,-1.0,0.11900421839992018,-0.01771078786067525,0.7058366114686008
2021-02-02,2.241709070163189,57.62,465.0,4.467819386690365,0.1190930987738426,-1.0,-1.0,0.1190930987738426,-0.016221105973599537,0.6896155054950013
2021-02-03,2.7488853107811764,58.61,468.75,4.468399896745423,0.11917037800366682,-1.0,-1.0,0.11917037800366682,-0.005550225465437856,0.6840652800295635
2021-02-04,2.727327710856997,58.98,471.75,4.468947708864912,0.11924254857264018,-1.0,-1.0,0.11924254857264018,-0.0070872347903593235,0.6769780452392041
2021-02-05,2.543777383617794,59.48,477.25,4.4688732712969115,0.11930062360687732,-1.0,-1.0,0.11930062360687732,-0.008913305510320477,0.6680647397288837
2021-02-08,1.9326662088268804,60.17,488.0,4.46771711477821,0.11933879875240394,-1.0,-1.0,0.11933879875240394,-0.00910633930361924,0.6589584004252644
2021-02-09,2.29481526591146,60.74,489.5,4.4676932159109874,0.11939772162224421,-1.0,-1.0,0.11939772162224421,-0.007201313483908489,0.6517570869413559
2021-02-10,2.7528922801510376,61.17,489.0,4.468111684911726,0.11946238797515125,-1.0,-1.0,0.11946238797515125,0.0009413815930640896,0.65269846853442
2021-02-11,2.836855346638167,61.09,487.5,4.465406446618596,0.11949363005817813,-1.0,-1.0,0.11949363005817813,-0.019709518991047763,0.6329889495433723
2021-02-12,2.802289937686197,62.47,499.25,4.460973125458579,0.11951469216287192,-1.0,-1.0,0.11951469216287192,-0.01561403269063259,0.6173749168527397
2021-02-15,2.8175239016709384,63.58,508.25,4.4594369673036285,0.11955233860959973,-1.0,-1.0,0.11955233860959973,-0.005859110494877951,0.6115158063578617
2021-02-16,3.105644599249132,63.96,508.75,4.460176732354117,0.1196154405911565,-1.0,-1.0,0.1196154405911565,-0.014339252757420456,0.5971765536004413
2021-02-17,2.989488362179287,65.02,518.25,4.461046977834845,0.11969225593404864,-1.0,-1.0,0.11969225593404864,0.012859824629114787,0.6100363782295561
2021-02-18,2.776134754215896,64.09,512.0,4.461465372499054,0.11975364305817209,-1.0,-1.0,0.11975364305817209,0.018802141246964905,0.628838519476521
2021-02-19,1.8572584213846994,62.84,509.0,4.461493552093807,0.11980892255130708,-1.0,-1.0,0.11980892255130708,-0.026133752930702876,0.6027047665458182
2021-02-22,1.7189784917783513,64.73,525.75,4.461169291940256,0.11984977937845298,-1.0,-1.0,0.11984977937845298,-0.008409665716262721,0.5942951008295555
2021-02-23,3.0346968967717416,65.16,518.0,4.461573227431473,0.11993301757379972,-1.0,-1.0,0.11993301757379972,-0.02246319332226964,0.5718319075072859
2021-02-24,2.875753906091518,66.85,533.0,4.457426598406978,0.12002672813116037,-1.0,-1.0,0.12002672813116037,0.001605250091858345,0.5734371575991442
2021-02-25,3.0544006772518912,66.69,529.5,4.433445211916027,0.12018054640745629,-1.0,-1.0,0.12018054640745629,0.008984353500108433,0.5824215110992526
2021-02-26,3.970721706101557,65.86,514.25,4.408515079390639,0.12034862089236449,-1.0,-1.0,0.12034862089236449,0.0169305104531879,0.5993520215524405
2021-03-01,4.039096468854204,64.56,502.25,4.385949475236245,0.12049955904658198,-1.0,-1.0,0.12049955904658198,0.021470379485530374,0.6208224010379708
2021-03-02,2.615172718684967,63.17,502.0,4.363188696099717,0.12062714597871521,-1.0,-1.0,0.12062714597871521,-0.02331925856671354,0.5975031424712572
2021-03-03,3.630464986829935,64.7,505.75,4.345328963193444,0.12075043996672283,-1.0,-1.0,0.12075043996672283,-0.0358388641111293,0.561664278360128
2021-03-04,3.830221862626452,67.32,525.25,4.329294952295954,0.12087535104687966,-1.0,-1.0,0.12087535104687966,-0.035097413677888004,0.52656686468224
2021-03-05,4.286406824117108,69.95,542.5,4.284785736828804,0.12103888143019889,-1.0,-1.0,0.12103888143019889,0.02441880128416527,0.5509856659664053
2021-03-08,4.123034757221745,68.0,527.0,4.231277193879537,0.12120866269976899,-1.0,-1.0,0.12120866269976899,0.013172217935818036,0.5641578839022233
2021-03-09,3.652335803064055,67.03,522.25,4.19291071506682,0.12135502957766577,-1.0,-1.0,0.12135502957766577,-0.006297498504011222,0.5578603853982121
2021-03-10,3.467029575471713,67.53,527.25,4.148708872006675,0.1215039742523059,-1.0,-1.0,0.1215039742523059,-0.024728865868894834,0.5331315195293174
2021-03-11,4.083701116779338,69.34,536.25,4.078346775830275,0.12169006784749775,-1.0,-1.0,0.12169006784749775,0.006834926370746668,0.539966445900064
2021-03-12,3.4994657067241803,68.87,536.5,4.028500092740773,0.12184628945624572,-1.0,-1.0,0.12184628945624572,-0.0003965398742497117,0.5395699060258143
2021-03-15,4.22949331802991,68.78,529.0,3.9625804039519927,0.12202364212092645,-1.0,-1.0,0.12202364212092645,0.01160612445010681,0.5511760304759211
2021-03-16,3.547197287622879,67.95,527.0,3.8723610395290966,0.12220645675972888,-1.0,-1.0,0.12220645675972888,0.0007448485556029354,0.5519208790315241
2021-03-17,4.536635680949608,67.73,516.25,3.7567521287168932,0.12240845388678043,-1.0,-1.0,0.12240845388678043,0.0760410333433675,0.6279619123748916
2021-03-18,2.4054797346375025,62.11,487.0,3.5744516226947196,0.1225965508529004,-1.0,-1.0,0.1225965508529004,-0.0266538080050033,0.6013081043698884
2021-03-19,2.3735696517594036,64.0,502.0,3.417385797436611,0.12276181344271035,-1.0,-1.0,0.12276181344271035,0.0009851136646849897,0.6022932180345734
2021-03-22,2.5654439461949394,63.89,499.0,3.3341068970408245,0.12289490191143299,-1.0,-1.0,0.12289490191143299,0.05436978501656552,0.6566630030511389
2021-03-23,2.1363139784930496,59.96,470.0,3.256570683295333,0.12302911919469564,-1.0,-1.0,0.12302911919469564,-0.05543816840116039,0.6012248346499784
2021-03-24,2.5443729166755062,63.7,496.5,3.164668185879755,0.12317346844576937,-1.0,-1.0,0.12317346844576937,0.03406579063539258,0.6352906252853711
2021-03-25,2.480935623965891,61.21,476.25,3.066199285978444,0.1233156207370795,-1.0,-1.0,0.1233156207370795,-0.03625622709739222,0.5990343981879789
