Date,Spread,EIAEBRT,EIAUSGJ,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2021-05-25,0.56616770000808,68.8,1.75,2.6052804877957123,38.990761314281094,1.0,1.0,-38.990761314281094,-0.28775612059379213,85.43016155573163
2021-05-26,0.19915917584967247,68.93,1.763,2.5860949949909497,38.985162123738135,-1.0,-1.0,38.985162123738135,0.21387594171544996,85.64403749744707
2021-05-27,0.31704823007964933,69.43,1.773,2.568682935592048,38.980796260530376,-1.0,-1.0,38.980796260530376,-0.30679277599312815,85.33724472145394
2021-05-28,0.7984525216976976,69.36,1.759,2.5469395910189347,38.977571050768795,-1.0,-1.0,38.977571050768795,0.0,85.33724472145394
2021-05-31,0.7996279458724587,69.36,1.759,2.5349833195238003,38.97690281644545,-1.0,-1.0,38.97690281644545,0.8323654425063376,86.16961016396029
2021-06-01,-0.007825634321648067,70.03,1.797,2.5289964920450756,38.97486123223241,-1.0,-1.0,38.97486123223241,0.5557706990701781,86.72538086303047
2021-06-02,-0.44631368522881587,70.6,1.823,2.526258253802806,38.972196206927485,1.0,1.0,-38.972196206927485,0.10844835398057472,86.83382921701104
2021-06-03,-0.14099379101732268,70.71,1.818,2.523820724672241,38.97194377943747,1.0,1.0,-38.97194377943747,-0.2060231874628901,86.62780602954815
2021-06-04,0.05878036539377263,71.3,1.828,2.520382098667613,38.97222080667736,1.0,1.0,-38.97222080667736,-0.027069946258420935,86.60073608328973
2021-06-07,-0.38549681959015913,70.89,1.829,2.515398127513442,38.96965381060151,-1.0,-1.0,38.96965381060151,0.5256102117245302,87.12634629501426
2021-06-08,-0.8498169298999159,71.39,1.854,2.5095528753651117,38.96430255118658,1.0,1.0,-38.96430255118658,0.7344514495072858,87.86079774452155
2021-06-09,0.435520958009846,71.31,1.819,2.497483450308792,38.96342992962626,1.0,1.0,-38.96342992962626,-0.46647752696125167,87.39432021756029
