Date,Spread,PALLADM,LZZCASH,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2021-05-20,172.14346562511946,2857.0,2943.75,203.7514834574215,0.9120531751591952,-1.0,-1.0,0.9120531751591952,0.013366859537968604,-0.3724081899243723
2021-05-21,133.2620324029408,2832.0,2958.65,203.04651471549303,0.9121518150497893,-1.0,-1.0,0.9121518150497893,0.014479477867413122,-0.3579287120569592
2021-05-24,92.89463354466989,2771.0,2935.75,202.5291717311358,0.9122389053752296,-1.0,-1.0,0.9122389053752296,0.021647049877063652,-0.3362816621798955
2021-05-25,31.28861218414113,2739.0,2968.25,201.94232506988067,0.9122248421850784,-1.0,-1.0,0.9122248421850784,-0.014236447702669202,-0.3505181098825647
2021-05-26,71.74429885466179,2762.0,2949.25,200.96676229157256,0.9121829960652159,-1.0,-1.0,0.9121829960652159,0.022788514879581657,-0.32772959500298304
2021-05-27,3.7594631161741745,2780.0,3044.0,199.9975054419805,0.9120369700669598,-1.0,-1.0,0.9120369700669598,-0.013444180585176923,-0.34117377558816
2021-05-28,41.43260483540007,2817.0,3043.55,199.03419586505012,0.9119506481459478,-1.0,-1.0,0.9119506481459478,0.0,-0.34117377558816
2021-05-31,41.54138374342483,2817.0,3043.55,198.34004726815573,0.9119149073472015,-1.0,-1.0,0.9119149073472015,-0.0027604361029979234,-0.3439342116911579
2021-06-01,49.44717662956191,2826.0,3045.0,197.40202263104368,0.9118400076750207,-1.0,-1.0,0.9118400076750207,-0.006178290749975574,-0.35011250244113346
2021-06-02,65.85267533935985,2857.0,3061.0,196.7450916073478,0.9118416611109573,-1.0,-1.0,0.9118416611109573,-0.012317919309058355,-0.3624304217501918
2021-06-03,106.92728317307638,2809.0,2963.25,195.94522555364333,0.911861205374816,-1.0,-1.0,0.911861205374816,-0.0028812871841332154,-0.365311708934325
2021-06-04,113.41937200600387,2840.0,2989.75,195.57328696998803,0.9119761277678723,-1.0,-1.0,0.9119761277678723,-0.0019761060954792374,-0.36728781502980423
2021-06-07,119.16650357737763,2835.0,2977.5,195.29929619735282,0.9121187225600746,-1.0,-1.0,0.9121187225600746,0.018641798504285434,-0.3486460165255188
2021-06-08,65.14032018892021,2798.0,2995.75,195.1402642181017,0.9122455745009028,-1.0,-1.0,0.9122455745009028,-0.0037791229308559615,-0.35242513945637477
2021-06-09,75.26824173779232,2809.0,2996.25,194.99434364739923,0.9123843999206367,-1.0,-1.0,0.9123843999206367,0.008182433567362826,-0.34424270588901196
2021-06-10,53.60299266841139,2766.0,2972.85,194.49863467899576,0.9123894603937598,-1.0,-1.0,0.9123894603937598,0.009103567943203984,-0.33513913794580796
2021-06-11,25.03928635822831,2787.0,3027.25,194.04837478303827,0.9123662444931114,-1.0,-1.0,0.9123662444931114,0.012708998675462784,-0.3224301392703452
