Date,CRUDOIL,EIANYGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,60.42,1.829,60.13475901339367,23.250633590421597,-1,,,,,
2018-01-02,60.37,1.792,60.08572136237751,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.02043586793005731,-0.02043586793005731
2018-01-03,61.63,1.822,61.34494107941764,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.006023076233783487,-0.026458944163840797
2018-01-04,62.01,1.832,61.72468098509768,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.008979106472728328,-0.01747983769111247
2018-01-05,61.44,1.817,61.15507112657762,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.004634165131227697,-0.02211400282234017
2018-01-08,61.73,1.823,61.44491506998564,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.01936905415478029,-0.04148305697712046
2018-01-09,62.96,1.862,62.6739007021378,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.00967472268688102,-0.05115777966400148
2018-01-10,63.57,1.863,63.2838746927058,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.003576175689472029,-0.05473395535347351
2018-01-11,63.8,1.866,63.51379666440981,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.007558218548494786,-0.0622921739019683
2018-01-12,64.3,1.886,64.01327647576989,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0,-0.0622921739019683
2018-01-15,64.3,1.886,64.01327647576989,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.008754370405338129,-0.05353780349663017
2018-01-16,63.73,1.878,63.44348455122586,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0034196488921032064,-0.05695745238873338
2018-01-17,63.97,1.903,63.682834315425964,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0006270012224922547,-0.05633045116624112
2018-01-18,63.95,1.926,63.662236098490055,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.008907533077960387,-0.04742291808828074
2018-01-19,63.37,1.914,63.082548211674,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0026940400122263553,-0.05011695810050709
2018-01-22,63.57,1.948,63.281663890986145,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0149650288415619,-0.06508198694206899
2018-01-23,64.54,1.97,64.25109168348224,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.018447890214456013,-0.083529877156525
2018-01-24,65.74,1.981,65.45080557973027,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0016284309942687632,-0.08190144616225624
2018-01-25,65.62,1.966,65.33119572121022,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.008706976350084966,-0.0906084225123412
2018-01-26,66.22,1.999,65.93033740995435,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.007649555838421441,-0.08295886667391976
2018-01-29,65.71,1.995,65.42044144768232,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.01555784522816665,-0.0674010214457531
2018-01-30,64.65,1.951,64.36158586269016,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0029069421483771084,-0.07030796359413022
2018-01-31,64.85,1.965,64.5612217306422,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.016724632481722058,-0.08703259607585227
2018-02-01,65.92,1.948,65.63166389098615,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.005069132458879927,-0.08196346361697235
2018-02-02,65.57,1.93,65.28213206076207,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.01938141914508802,-0.06258204447188433
2018-02-05,64.27,1.897,63.98299037201794,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.011317812339432062,-0.051264232132452264
2018-02-06,63.51,1.86,63.22395272100179,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0245636225590342,-0.026700609573418063
