Date,WHEATSF,EIAGCGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-08-31,5.05,2.058,4.05187278307083,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0,-0.12197075916085282
2018-09-03,5.05,2.058,4.05187278307083,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.015829109445319522,-0.10614164971553329
2018-09-04,4.96,2.045,3.965973703555134,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0102888468019674,-0.09585280291356589
2018-09-05,4.86,1.981,3.886162850554789,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.014550019402073334,-0.08130278351149256
2018-09-06,4.78,1.969,3.8099483156172242,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0059464212109776975,-0.07535636230051486
2018-09-07,4.76,1.98,3.786478305976658,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.03635156939483045,-0.11170793169534532
2018-09-10,4.93,1.976,3.9577401276641364,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.029224007857962583,-0.08248392383738273
2018-09-11,4.83,2.032,3.840074624039439,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.025413471891731595,-0.057070451945651135
2018-09-12,4.72,2.049,3.7247118818676563,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.012139785880968961,-0.04493066606468217
2018-09-13,4.63,2.004,3.6489073758517874,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.03154083725331598,-0.07647150331799815
2018-09-14,4.76,1.982,3.785847395132919,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.021008403361344463,-0.05546309995665369
2018-09-17,4.66,1.982,3.685847395132919,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.003013085656430225,-0.05847618561308392
2018-09-18,4.7,2.017,3.7148064553674836,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.023185940016054337,-0.08166212562913826
2018-09-19,4.82,2.032,3.8300746240394394,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.004615109023286599,-0.08627723465242486
2018-09-20,4.84,2.029,3.851020990305048,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.007131187191823322,-0.07914604746060154
2018-09-21,4.81,2.035,3.81912825777383,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.007422326884217914,-0.08656837434481945
2018-09-24,4.88,2.081,3.874617308367829,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.018818856726705545,-0.0677495176181139
2018-09-25,4.8,2.097,3.789570021617915,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.003564939586324317,-0.07131445720443821
2018-09-26,4.82,2.101,3.808308199930438,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.013553843128385897,-0.05776061407605232
2018-09-27,4.78,2.136,3.7572672601650012,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.010435792553193811,-0.04732482152285851
2018-09-28,4.74,2.15,3.7128508842588275,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.02753731296334672,-0.07486213448620523
2018-10-01,4.89,2.178,3.8540181324464777,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.02218794415199682,-0.09705007863820204
2018-10-02,4.99,2.166,3.9578035975089136,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.010200626398405256,-0.08684945223979679
2018-10-03,4.95,2.181,3.9130717661808694,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.010689021237051328,-0.09753847347684812
2018-10-04,4.98,2.149,3.9531663396806973,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.008813139203374676,-0.10635161268022279
2018-10-05,5.01,2.13,3.9891599926962185,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.014416359299307414,-0.09193525338091538
2018-10-08,4.94,2.133,3.91821362643061,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.005869505266662595,-0.09780475864757797
2018-10-09,4.95,2.107,3.93641546739922,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0011179416092322748,-0.0966868170383457
2018-10-10,4.9,2.047,3.9053427927113953,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.009787926686588769,-0.10647474372493447
2018-10-11,4.88,1.957,3.9137337806796584,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.017797849477401966,-0.12427259320233644
2018-10-12,4.97,1.961,4.002471958992181,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.014970527486505797,-0.13924312068884223
2018-10-15,5.05,1.968,4.080263771039093,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.009250044881929341,-0.12999307580691288
