Date,CRUDOIL,ETHANYH,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2019-12-12,59.18,1.56,58.334625991443,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.015575571594991167,-0.0816003552774923
2019-12-13,60.07,1.51,59.22546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.002330614283336141,-0.08393096956082845
2019-12-16,60.21,1.51,59.365463254540444,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.012124231855173528,-0.09605520141600198
2019-12-17,60.94,1.51,60.09546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0001640958319658603,-0.09589110558403612
2019-12-18,60.93,1.51,60.08546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.004103069095683587,-0.0999941746797197
2019-12-19,61.18,1.51,60.33546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.012095456031382845,-0.08789871864833686
2019-12-20,60.44,1.51,59.59546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.001323626737260275,-0.08922234538559713
2019-12-23,60.52,1.51,59.675463254540446,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.010079312623926029,-0.09930165800952316
2019-12-24,61.13,1.51,60.285463254540446,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,-0.09930165800952316
2019-12-25,61.13,1.51,60.285463254540446,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00948797644364463,-0.10878963445316779
2019-12-26,61.71,1.51,60.865463254540444,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00016204829039057067,-0.10895168274355836
2019-12-27,61.72,1.51,60.87546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.00016202203499671164,-0.10878966070856165
2019-12-30,61.71,1.51,60.865463254540444,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.010209042294603843,-0.09858061841395781
2019-12-31,61.08,1.51,60.23546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,-0.09858061841395781
2020-01-01,61.08,1.51,60.23546325454044,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0021283562540930223,-0.10070897466805083
2020-01-02,61.21,1.51,60.365463254540444,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.03028223918826689,-0.13099121385631773
2020-01-03,63.05,1.49,62.20579815977942,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.003806502775574927,-0.13479771663189266
2020-01-06,63.29,1.49,62.44579815977942,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.009006162110917981,-0.12579155452097468
