Date,EIAEBRT,EIALALS,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,66.73,2.061,66.37778369123659,27.792329938902125,-1,,,,,
2018-01-02,66.65,2.053,66.29798272030229,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.017640955583953136,-0.017640955583953136
2018-01-03,67.85,2.083,67.49723636130592,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.013280321321378888,-0.030921276905332022
2018-01-04,68.73,2.057,68.37788320576944,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,0.010161314652465978,-0.020759962252866044
2018-01-05,68.01,2.031,67.65853005023294,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.007143487971796812,-0.027903450224662854
2018-01-08,68.48,2.012,68.12900274426396,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.008551475103529169,-0.03645492532819202
2018-01-09,69.08,2.029,68.72857980749936,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.010155323376882689,-0.046610248705074714
2018-01-10,69.79,2.039,69.43833102116724,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.00842358840023549,-0.05503383710531021
2018-01-11,70.36,2.018,70.00885347246468,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,0.010491982569664809,-0.044541854535645395
2018-01-12,69.64,2.039,69.28833102116724,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.00962090752441136,-0.054162762060056754
2018-01-15,70.31,2.039,69.95833102116724,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,0.012540036552644882,-0.041622725507411876
2018-01-16,69.4,2.006,69.04915201606322,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,0.003249174584372833,-0.03837355092303904
2018-01-17,69.19,2.024,68.8387042006654,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,-0.004154481688050077,-0.04252803261108912
2018-01-18,69.48,2.027,69.12862956476577,27.792329938902125,-1,-1.0,-1.0,0.024878633211548914,0.013609429176086566,-0.02891860343500255
