Date,EIAEBRT,EIANYLS,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,66.73,2.068,66.38810471731828,27.792252299416056,-1,,,,,
2018-01-02,66.65,2.058,66.30835406431908,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.017616789559418318,-0.017616789559418318
2018-01-03,67.85,2.09,67.50755615391652,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.013148743470898722,-0.030765533030317038
2018-01-04,68.73,2.075,68.38793017441773,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.010295523926893788,-0.02047000910342325
2018-01-05,68.01,2.06,67.66830419491892,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.007055999099425102,-0.027526008202848354
2018-01-08,68.48,2.048,68.13860341131988,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.008542529605572599,-0.03606853780842095
2018-01-09,69.08,2.066,68.73815458671844,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.010121040702703818,-0.04618957851112477
2018-01-10,69.79,2.079,69.4478304356174,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.008275301645105523,-0.05446488015623029
2018-01-11,70.36,2.07,70.01805484791812,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.010401727464869217,-0.044063152691361074
2018-01-12,69.64,2.084,69.297705762117,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.00962090752441136,-0.05368406021577243
2018-01-15,70.31,2.084,69.967705762117,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.012679456206029591,-0.041004604009742845
2018-01-16,69.4,2.062,69.05825432551876,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0030138441163589723,-0.03799075989338387
2018-01-17,69.19,2.061,68.84827926021883,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.004203455482887582,-0.04219421537627145
2018-01-18,69.48,2.06,69.13830419491892,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.013229116271766978,-0.028965099104504476
2018-01-19,68.56,2.059,68.218329129619,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.011230502087835843,-0.04019560119234032
2018-01-22,69.32,2.047,68.97862834601995,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0065936043727520995,-0.04678920556509242
2018-01-23,69.81,2.086,69.46765589271685,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0012890192641041515,-0.04807822482919657
2018-01-24,69.91,2.098,69.5673566763159,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.016723918189772785,-0.06480214301896936
2018-01-25,71.08,2.099,70.73733174161582,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.014401276095286242,-0.05040086692368312
2018-01-26,70.08,2.127,69.73663357001358,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.023407882722407528,-0.02699298420127559
2018-01-29,68.41,2.091,68.06753121921645,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.008899135849728205,-0.018093848351547384
2018-01-30,67.78,2.065,67.43817952141852,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,4.829966117105304e-05,-0.01804554869037633
2018-01-31,67.78,2.069,67.4380797826182,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.011832829442576942,-0.02987837813295327
2018-02-01,68.6,2.091,68.25753121921645,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.01635840611878501,-0.013519972014168262
2018-02-02,67.45,2.057,67.10837899901915,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.003982456932305521,-0.01750242894647378
2018-02-05,67.69,2.022,67.34925171352194,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.013553881115482625,-0.003948547830991156
2018-02-06,66.75,1.995,66.40992495042408,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.014406167543518054,0.010457619712526898
2018-02-07,65.74,1.937,65.4013711630287,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.022152490073060003,0.0326101097855869
2018-02-08,64.26,1.909,63.92206933463094,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0183192275032602,0.050929337288847104
2018-02-09,63.04,1.858,62.703341004334995,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.013150410716987911,0.06407974800583502
2018-02-12,62.2,1.845,61.86366515543603,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.004112490595729064,0.06819223860156408
2018-02-13,61.94,1.84,61.60378982893642,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.005081468009337864,0.06311077059222621
2018-02-14,62.29,1.882,61.952742571533086,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.00903150511575139,0.05407926547647482
2018-02-15,62.86,1.891,62.52251815923237,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.022631143921960056,0.03144812155451476
2018-02-16,64.3,1.912,63.961994530530696,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.010108864696734221,0.021339256857780542
2018-02-19,64.95,1.912,64.6119945305307,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0043265789745907356,0.025665835832371277
2018-02-20,64.68,1.925,64.34167037942966,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0020358010489385688,0.02363003478343271
2018-02-21,64.81,1.923,64.47172024882981,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.019940632286597686,0.0036894024968350224
2018-02-22,66.12,1.944,65.78119662012816,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.013606259780335788,-0.009916857283500766
2018-02-23,67.04,1.968,66.70059818732624,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.013507759147958282,-0.023424616431459048
2018-02-26,67.96,1.985,67.62017429742488,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0051429015644275594,-0.01828171486703149
2018-02-27,67.59,1.961,67.2507727302268,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.02139965084799467,0.003117935980963181
2018-02-28,66.08,1.887,65.74261789803268,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.027877442601159493,0.030995378582122673
2018-03-01,64.23,1.878,63.8928423103334,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0005467350404626281,0.030448643541660044
2018-03-02,64.26,1.872,63.92299191853389,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.023494068185824234,0.00695457535583581
2018-03-05,65.78,1.884,65.44269270213292,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0017119457391079984,0.008666521094943808
2018-03-06,65.67,1.887,65.33261789803268,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.008607402045139073,0.01727392314008288
2018-03-07,65.09,1.87,64.75304178793404,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.018556601638418546,0.035830524778501426
2018-03-08,63.87,1.856,63.53339087373515,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.020452025491693712,0.015378499286807713
2018-03-09,65.19,1.872,64.85299191853387,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.009897815272802438,0.02527631455961015
2018-03-12,64.53,1.855,64.19341580843523,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.005248319379743446,0.030524633939353597
2018-03-13,64.2,1.865,63.86316646143444,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0093772085258994,0.039901842465252996
2018-03-14,63.61,1.879,63.27281737563332,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0008238161443938651,0.03907802632085913
2018-03-15,63.67,1.888,63.33259296333261,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.015585698109064738,0.023492328211794394
2018-03-16,64.68,1.909,64.34206933463093,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0021775638198606303,0.021314764391933763
2018-03-19,64.82,1.908,64.482094269331,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.017720723404751934,0.003594040987181829
2018-03-20,66.0,1.945,65.66117168542806,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.03169118466805112,-0.02809714368086929
2018-03-21,68.15,2.014,67.80945119112258,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.012624721543292219,-0.040721865224161505
2018-03-22,68.98,1.978,68.64034884032544,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0002458191656749392,-0.040967684389836445
2018-03-23,69.03,2.016,68.68940132172241,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.003149914927720947,-0.0378177694621155
2018-03-26,68.81,2.013,68.46947612582265,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0025787383450861854,-0.035239031117029314
2018-03-27,68.63,2.01,68.2895509299229,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.007384686270901666,-0.027854344846127647
2018-03-28,68.13,2.018,67.78935145232225,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.013013836833057959,-0.04086818167918561
2018-03-29,69.02,2.022,68.67925171352194,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0,-0.04086818167918561
2018-03-30,69.02,2.022,68.67925171352194,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0004809363516828132,-0.04134911803086842
2018-04-02,69.02,1.983,68.68022416682504,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0001760392340462822,-0.04117307879682214
2018-04-03,69.02,1.997,68.67987508102392,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.04302605809617126,0.0018529792993491195
