Date,LNICASH,RHODNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2019-04-23,12308.0,2940.0,12136.008502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.0015030874228143531,0.02928067645964027
2019-04-24,12326.5,2940.0,12154.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.006084452196487233,0.0353651286561275
2019-04-25,12251.5,2940.0,12079.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.008325511161898502,0.027039617494229
2019-04-26,12353.5,2940.0,12181.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0016594487392237456,0.028699066233452745
2019-04-29,12333.0,2940.0,12161.008502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.01633827941295707,0.045037345646409814
2019-04-30,12131.5,2940.0,11959.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0025965461814284607,0.047633891827838275
2019-05-01,12100.0,2940.0,11928.008502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0020661157024793875,0.04970000753031766
2019-05-02,12075.0,2940.0,11903.008502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.005093167701863299,0.04460683982845436
2019-05-03,12136.5,2940.0,11964.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0,0.04460683982845436
2019-05-06,12136.5,2940.0,11964.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.011741441107403272,0.056348280935857635
2019-05-07,11994.0,2940.0,11822.008502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.007462064365516108,0.06381034530137375
2019-05-08,11904.5,2940.0,11732.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.014238313242891376,0.07804865854426513
2019-05-09,11735.0,2940.0,11563.008502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.013287584550710088,0.06476107399355503
2019-05-10,11885.0,2925.0,11714.494111607532,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.010601598653765198,0.07536267264732023
2019-05-13,11759.0,2925.0,11588.494111607532,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.013349910909245212,0.06201276173807502
2019-05-14,11912.0,2915.0,11742.484517846735,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.021330967928410514,0.0406817938096645
2019-05-15,12158.0,2895.0,11990.465330325143,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.0031255140648132063,0.0375562797448513
2019-05-16,12196.0,2895.0,12028.465330325143,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.015393690851951056,0.052949970596802357
2019-05-17,12002.0,2880.0,11835.950939683951,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.00233294450924848,0.05528291510605084
2019-05-20,11974.0,2880.0,11807.950939683951,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.008366178991470859,0.04691673611457998
2019-05-21,12068.0,2865.0,11903.436549042757,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0073334438183626505,0.05425017993294263
2019-05-22,11979.5,2865.0,11814.936549042757,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.00730414458032469,0.06155432451326732
2019-05-23,11892.0,2865.0,11727.436549042757,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.03877955310695994,0.022774771406307376
2019-05-24,12347.0,2850.0,12183.922158401565,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0,0.022774771406307376
2019-05-27,12347.0,2850.0,12183.922158401565,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.019390828891714115,0.042165600298021494
2019-05-28,12099.0,2830.0,11937.902970879974,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.006942722539052815,0.04910832283707431
2019-05-29,12015.0,2830.0,11853.902970879974,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.01036204744069913,0.03874627539637518
2019-05-30,12139.5,2830.0,11978.402970879974,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.013839120227357005,0.052585395623732184
2019-05-31,11971.5,2830.0,11810.402970879974,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.012655055757423872,0.06524045138115606
2019-06-03,11820.0,2830.0,11658.902970879974,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.005329949238578657,0.07057040061973471
2019-06-04,11757.0,2830.0,11595.902970879974,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.00919576086404364,0.07976616148377835
2019-06-05,11653.0,2840.0,11490.912564640768,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.006458012251629498,0.08622417373540785
2019-06-06,11594.0,2880.0,11427.950939683951,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.00517286059943223,0.09139703433484007
2019-06-07,11542.0,2900.0,11373.970127205543,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.0012230433491537808,0.09017399098568629
