Date,LCPCASH,LTICASH,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,7207.0,20096.0,-44376.21255617069,8827.73039066022,1,,,,,
2018-01-02,7160.75,20112.0,-44460.312119061346,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.00918146155284703,0.00918146155284703
2018-01-03,7101.0,19963.0,-44167.58806464216,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.012582381996974569,0.0217638435498216
2018-01-04,7145.75,19910.0,-43997.46138756687,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.021886716166806895,-0.00012287261698529575
2018-01-05,7078.5,20015.0,-44313.09914403677,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.00037904690019606067,-0.0005019195171813564
2018-01-08,7080.0,20020.0,-44323.427132440105,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.0023036355556941,0.0018017160385127439
2018-01-09,7059.5,19976.0,-44239.84083449081,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.006193923762360916,-0.004392207723848173
2018-01-10,7112.75,20092.0,-44461.00016544803,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.018831192588515053,-0.023223400312363224
2018-01-11,7102.75,20240.0,-44821.108622186555,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.011258926415334887,-0.03448232672769811
2018-01-12,7074.25,20302.0,-44996.27567838783,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.011862706381067636,-0.022619620346630474
2018-01-15,7181.25,20330.0,-44955.51241344647,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.04004228724584106,-0.06266190759247153
2018-01-16,7035.75,20500.0,-45503.16401915964,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.009360297480392795,-0.07202220507286433
2018-01-17,6994.25,20530.0,-45615.631949579605,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.01288700564587515,-0.05913519942698918
2018-01-18,7032.0,20465.0,-45424.11810033634,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.030665562366873216,-0.0898007617938624
2018-01-19,6999.25,20690.0,-45989.12757848612,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.015186361477733543,-0.10498712327159594
2018-01-22,7025.0,20855.0,-46353.70119579596,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.016881775887224833,-0.12186889915882078
2018-01-23,6882.5,20825.0,-46425.23326537599,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.020757064707138714,-0.1426259638659595
2018-01-24,7111.0,21300.0,-47320.392163692195,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.03920214292379592,-0.18182810678975542
2018-01-25,7100.75,21640.0,-48134.945375118536,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.02788023414762334,-0.20970834093737875
2018-01-26,7042.5,21820.0,-48619.00295763836,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.031002623219369724,-0.24071096415674847
2018-01-29,7041.0,22104.0,-49292.332698947415,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.029344918244887476,-0.211366045911861
2018-01-30,7009.5,21788.0,-48576.303831857054,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.0026050301612360535,-0.20876101575062495
2018-01-31,7078.75,21855.0,-48665.54887646166,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.0328367893263649,-0.17592422642426003
2018-02-01,7077.5,21550.0,-47945.29158385862,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.02578849815319552,-0.20171272457745554
2018-02-02,7003.75,21690.0,-48350.22525915182,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.02359672994957139,-0.22530945452702694
2018-02-05,7128.75,22070.0,-49124.152377804785,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.009508280867761947,-0.215801173659265
2018-02-06,7032.25,21855.0,-48712.04887646166,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.011635505935836687,-0.22743667959510167
2018-02-07,6836.25,21705.0,-48553.2092243618,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.02652566137041991,-0.20091101822468177
2018-02-08,6803.75,21418.0,-47906.78269001075,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.01883961585749288,-0.18207140236718888
2018-02-09,6711.75,21125.0,-47305.662569575696,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.004081911351466943,-0.17798949101572195
2018-02-12,6788.0,21190.0,-47383.17641881897,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.021339485695621156,-0.19932897671134311
2018-02-13,6944.75,21588.0,-48167.93429572391,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.018548969024548407,-0.1807800076867947
2018-02-14,7120.75,21650.0,-48138.60135192519,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.0014644793787093567,-0.18224448706550406
2018-02-15,7143.0,21692.0,-48215.70645451315,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.012909840395829111,-0.19515432746133315
2018-02-16,7191.0,21872.0,-48593.514037032975,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.0043025733644320545,-0.1908517540969011
