Date,WHEATSF,NATBGAS,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,4.32,0.7633568249999999,4.089230017917452,1.4445554178218134,-1,,,,,
2018-01-02,4.38,0.750267375,4.1506538682195755,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.01076226945064724,-0.01076226945064724
2018-01-03,4.42,0.73902597,4.19187669102004,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.003937207943770794,-0.006825061506876446
2018-01-04,4.4,0.7350333600000001,4.1723110010143305,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.006513637955214499,-0.00031142355166194693
2018-01-05,4.36,0.71761833,4.134205381276831,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.007383582760624602,0.007072159208962655
2018-01-08,4.33,0.7209356550000001,4.103844527749487,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.009286178865523069,-0.002214019656560414
2018-01-09,4.38,0.73592166,4.1522143731022805,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0038377949082487968,-0.006051814564809211
2018-01-10,4.4,0.7408496250000001,4.1716783166251865,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.0015615571272690576,-0.004490257437540153
2018-01-11,4.39,0.73600611,4.16220518676076,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.03633683488112772,0.03184657744358756
2018-01-12,4.25,0.766089375,4.018932775318025,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.003260527477935757,0.028586049965651807
2018-01-15,4.25,0.7431266000000001,4.021430630775767,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.007493520498374057,0.036079570464025865
2018-01-16,4.21,0.7300220000000001,3.982856129071663,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.015504756971067464,0.0205748134929584
2018-01-17,4.26,0.70567234,4.035504847753319,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0109149711077013,0.0096598423852571
2018-01-18,4.3,0.6957773500000001,4.07658120959442,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.006718421312257462,0.016378263697514564
2018-01-19,4.27,0.6941250449999999,4.046760944798989,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.003412783607000462,0.012965480090514101
2018-01-22,4.3,0.7171797750000001,4.074253086617334,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.004464980527995423,0.017430460618509523
2018-01-23,4.27,0.7006196399999999,4.046054472712468,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.029714251256533368,-0.012283790638023845
2018-01-24,4.39,0.69024219,4.167183315812657,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0015346431094533683,-0.013818433747477214
2018-01-25,4.4,0.6949584750000001,4.176670285561413,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.015596957100438789,-0.029415390847916
2018-01-26,4.47,0.69695262,4.246453365525756,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.020854956671863843,-0.050270347519779844
2018-01-29,4.55,0.678001335,4.328514857251755,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.01848226481988598,-0.06875261233966583
2018-01-30,4.63,0.67239271,4.409124954880055,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.014633402622135873,-0.054119209717529954
2018-01-31,4.58,0.6960934750000001,4.356546822001607,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.00294780609904084,-0.05117140361848911
2018-02-01,4.58,0.7149570300000001,4.354494873410499,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.007465737508432051,-0.04370566611005706
2018-02-02,4.54,0.7066237200000001,4.315401358095584,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.009364260739774624,-0.034341405370282435
2018-02-05,4.48,0.68160378,4.258122988807961,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.011528010210237744,-0.04586941558052018
2018-02-06,4.54,0.6932888749999999,4.3168519020895655,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.029488694609721987,-0.07535811019024216
2018-02-07,4.69,0.7159205249999999,4.46439006590164,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.0064827425222171746,-0.06887536766802499
2018-02-08,4.64,0.68842164,4.417381352450372,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.01578360916966052,-0.05309175849836447
2018-02-09,4.57,0.69283526,4.346901245633779,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.03257245926207846,-0.08566421776044293
2018-02-12,4.72,0.6944294649999999,4.49672783045813,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.01259542052386373,-0.0730687972365792
2018-02-13,4.68,0.72073647,4.453866194788394,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.009600699225559145,-0.06346809801102006
2018-02-14,4.63,0.7135604000000001,4.404646796680572,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.015227004325023339,-0.0786951023360434
2018-02-15,4.69,0.6986826,4.46626518095378,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.01172004477224001,-0.0669750575638034
2018-02-16,4.65,0.7191800199999999,4.42403550303303,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.005240905939015668,-0.06173415162478773
2018-02-19,4.65,0.753829845,4.420266348194991,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.01994112344657397,-0.04179302817821376
2018-02-20,4.57,0.7727959,4.338203249811038,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.0046821172427609446,-0.037110910935452816
2018-02-21,4.55,0.77496804,4.3179669677521835,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.006016419705968352,-0.04312733064142117
2018-02-22,4.58,0.779078655,4.34751982135492,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.004948998391843111,-0.04807632903326428
