Date,WHEATSF,NAFCNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,4.32,593.8,-70057.84408744187,27251.2220882794,1,,,,,
2018-01-02,4.38,592.5,-69904.46093540241,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.4885084498842078,-0.4885084498842078
2018-01-03,4.42,595.0,-70199.27315086294,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.9865749970230302,0.4980665471388224
2018-01-04,4.4,590.0,-69609.58871994192,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.39070870509282196,0.8887752522316443
2018-01-05,4.36,588.0,-69373.74694757351,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.40804021076195696,0.4807350414696874
2018-01-08,4.33,590.0,-69609.65871994192,27251.2220882794,1,1.0,1.0,-117.94088618420254,-1.487701209078157,-1.0069661676084696
2018-01-09,4.38,597.5,-70494.16536632343,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.3401302376827266,-0.6668359299257429
2018-01-10,4.4,595.8,-70293.64585981029,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.7499517901827388,0.08311586025699591
2018-01-11,4.39,592.0,-69845.48049231032,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.16733380931348713,0.25044966957048304
2018-01-12,4.25,591.0,-69727.67960612611,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.0,0.25044966957048304
2018-01-15,4.25,591.0,-69727.67960612611,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.009411764705882342,0.2410379048646007
2018-01-16,4.21,591.0,-69727.7196061261,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.6105611860032244,0.851599090867825
2018-01-17,4.26,588.0,-69373.84694757352,27251.2220882794,1,1.0,1.0,-117.94088618420254,-1.5952482359065614,-0.7436491450387364
2018-01-18,4.3,596.0,-70317.33403704713,27251.2220882794,1,1.0,1.0,-117.94088618420254,1.1803476133730442,0.4366984683343078
2018-01-19,4.27,590.0,-69609.71871994191,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.4927237566055487,-0.05602528827124087
2018-01-22,4.3,592.5,-69904.54093540242,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.7036739621518124,-0.7596992504230533
2018-01-23,4.27,596.0,-70317.36403704713,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.02810304449648715,-0.7315962059265662
2018-01-24,4.39,596.0,-70317.24403704713,27251.2220882794,1,1.0,1.0,-117.94088618420254,-1.3829338461575766,-2.1145300520841426
2018-01-25,4.4,603.0,-71142.82024033656,27251.2220882794,1,1.0,1.0,-117.94088618420254,2.069606114017093,-0.04492393806704964
2018-01-26,4.47,592.5,-69904.37093540242,27251.2220882794,1,1.0,1.0,-117.94088618420254,1.1127070056687762,1.0677830676017266
2018-01-29,4.55,587.0,-69255.6160613893,27251.2220882794,1,1.0,1.0,-117.94088618420254,1.2231110668246932,2.29089413442642
2018-01-30,4.63,581.0,-68547.89074428409,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.010799136069114423,2.2800949983573053
2018-01-31,4.58,581.0,-68547.94074428409,27251.2220882794,1,1.0,1.0,-117.94088618420254,-1.21797817057697,1.0621168277803352
2018-02-01,4.58,587.0,-69255.5860613893,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.9958735832477479,2.057990411028083
2018-02-02,4.54,582.0,-68665.9216304683,27251.2220882794,1,1.0,1.0,-117.94088618420254,1.2026695655485664,3.2606599765766493
2018-02-05,4.48,576.0,-67958.33631336308,27251.2220882794,1,1.0,1.0,-117.94088618420254,2.880011618564449,6.140671595141098
2018-02-06,4.54,562.0,-66307.10390678425,27251.2220882794,1,1.0,1.0,-117.94088618420254,2.761209612692096,8.901881207833195
2018-02-07,4.69,549.0,-64773.72238638961,27251.2220882794,1,1.0,1.0,-117.94088618420254,2.137624742034978,11.039505949868174
2018-02-08,4.64,539.0,-63594.36352454759,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.8601708334314843,11.899676783299658
2018-02-09,4.57,535.0,-63122.66997981077,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.03282275711159732,11.932499540411255
2018-02-12,4.72,535.0,-63122.51997981077,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.008474576271186418,11.924024964140068
