Date,EIAEBRT,EIAUSGJ,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,66.73,1.904,66.51454847505265,27.791354441072908,-1,,,,,
2018-01-02,66.65,1.903,66.43457404900046,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.017466950987524602,-0.017466950987524602
2018-01-03,67.85,1.943,67.6335510910883,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.01318037979039169,-0.030647330777916294
2018-01-04,68.73,1.927,68.51396027425317,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.010595217184041099,-0.020052113593875195
2018-01-05,68.01,1.936,67.79373010872294,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.007029635573396468,-0.027081749167271664
2018-01-08,68.48,1.927,68.26396027425317,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.008509526037348836,-0.0355912752046205
2018-01-09,69.08,1.946,68.8634743692449,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.01014652059617476,-0.04573779580079526
2018-01-10,69.79,1.956,69.57321862976686,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0082065830668435,-0.05394437886763876
2018-01-11,70.36,1.953,70.14329535161026,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.010154518785221648,-0.043789860082417115
2018-01-12,69.64,1.947,69.42344879529709,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.00962090752441136,-0.053410767606828474
2018-01-15,70.31,1.947,70.09344879529709,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.012653711244861041,-0.040757056361967435
2018-01-16,69.4,1.925,69.18401142214879,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0030392217671140055,-0.03771783459485343
2018-01-17,69.19,1.926,68.97398584820097,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0042444702120845255,-0.04196230480693795
2018-01-18,69.48,1.922,69.26408814399218,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.013241220495106565,-0.028721084311831388
2018-01-19,68.56,1.922,68.34408814399218,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.01071261554687692,-0.03943369985870831
2018-01-22,69.32,1.95,69.10337207345367,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.006465384180087824,-0.04589908403879613
2018-01-23,69.81,1.996,69.59219567185471,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.001381209136617846,-0.047280293175413976
2018-01-24,69.91,2.0,69.69209337606348,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.016735803175511377,-0.06401609635092535
2018-01-25,71.08,2.0,70.86209337606348,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.014452264253635038,-0.04956383209729032
2018-01-26,70.08,2.03,69.86132615762938,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.02341417454893985,-0.026149657548350465
2018-01-29,68.41,1.997,68.1921700979069,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.008837800632329635,-0.01731185691602083
2018-01-30,67.78,1.968,67.56291174239321,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-1.2994892176711506e-05,-0.01732485180819754
2018-01-31,67.78,1.967,67.56293731634102,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.011785928034077821,-0.02911077984227536
2018-02-01,68.6,1.991,68.38232354159372,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.016134454402335262,-0.012976325439940099
2018-02-02,67.45,1.942,67.23357666503611,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.003926919645419092,-0.01690324508535919
2018-02-05,67.69,1.914,67.47429273557461,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.013566160589773765,-0.003337084495585424
2018-02-06,66.75,1.89,66.5349065103219,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.014346277162100683,0.011009192666515259
2018-02-07,65.74,1.832,65.52638979929452,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.02233145520271007,0.03334064786922533
2018-02-08,64.26,1.819,64.04672226061598,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.018226167318849996,0.05156681518807533
2018-02-09,63.04,1.765,62.828103253797366,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.013035083319633343,0.06460189850770867
2018-02-12,62.2,1.745,61.98861473275345,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.004106786521278433,0.06870868502898711
2018-02-13,61.94,1.74,61.72874260249246,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.004886350741705822,0.06382233428728129
2018-02-14,62.29,1.792,62.07741275720667,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.009022305922199823,0.054800028365081466
2018-02-15,62.86,1.801,62.64718259167644,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.02256725299485675,0.03223277537022472
2018-02-16,64.3,1.825,64.08656881692914,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.010108864696734221,0.022123910673490496
2018-02-19,64.95,1.825,64.73656881692915,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.004367240711171421,0.026491151384661918
2018-02-20,64.68,1.84,64.4661852077121,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0020793892904175408,0.024411762094244376
2018-02-21,64.81,1.835,64.59631307745111,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.01985057443967447,0.0045611876545699065
2018-02-22,66.12,1.861,65.90564815480822,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.013391897831748815,-0.008830710177178909
2018-02-23,67.04,1.899,66.82467634479168,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.013453809148897999,-0.022284519326076908
2018-02-26,67.96,1.919,67.74416486583559,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.005151191526079344,-0.017133327799997565
2018-02-27,67.59,1.897,67.37472749268728,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.021733926283785475,0.00460059848378791
2018-02-28,66.08,1.852,65.86587832033844,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.027623529706828433,0.03222412819061635
2018-03-01,64.23,1.825,64.01656881692915,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0006212158048605251,0.03160291238575582
2018-03-02,64.26,1.814,64.046850130355,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.023555219328442182,0.008047693057313638
2018-03-05,65.78,1.821,65.56667111272037,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0018548115448222108,0.00990250460213585
2018-03-06,65.67,1.834,65.45633865139892,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.008553151874790879,0.018455656476926728
2018-03-07,65.09,1.814,64.876850130355,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.01827804133921561,0.03673369781614234
2018-03-08,63.87,1.781,63.657694070632516,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.02039415273463249,0.016339545081509848
