Date,WHEATSF,EIANYGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-02-22,4.58,1.804,3.652227300344948,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.00043319263041259604,-0.044771159469673645
2018-02-23,4.62,1.854,3.6756903623244,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.01914753370232813,-0.06391869317200177
2018-02-26,4.72,1.868,3.7710600196786457,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.01060525246562927,-0.07452394563763104
2018-02-27,4.75,1.844,3.8089977499285093,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.053178497042767885,-0.12770244268039893
2018-02-28,4.96,1.794,4.035534687949057,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.005722283792311329,-0.13342472647271025
2018-03-01,5.11,1.927,4.141546432814399,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.003978077572289077,-0.13740280404499933
2018-03-02,4.99,1.767,4.074464634480154,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.01298233896313624,-0.15038514300813557
2018-03-05,5.08,1.794,4.155534687949057,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.0037526495906206546,-0.14663249341751491
2018-03-06,5.06,1.793,4.135865426709468,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.01994730695432594,-0.12668518646318896
2018-03-07,4.96,1.794,4.035534687949057,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.011775305967114022,-0.13846049243030298
2018-03-08,4.98,1.752,4.069425715886318,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.02026909911642547,-0.11819139331387751
2018-03-09,4.88,1.753,3.9690949771259065,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.0024265206135630135,-0.12061791392744052
2018-03-12,4.89,1.751,3.9797564546467283,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.008935501671103335,-0.11168241225633718
2018-03-13,4.85,1.755,3.9384334996050843,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.049141078230421256,-0.06254133402591593
2018-03-14,4.64,1.786,3.718180598032345,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.027646873226554458,-0.09018820725247038
2018-03-15,4.77,1.788,3.8475191205115227,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.023677324847476956,-0.06651088240499342
2018-03-16,4.68,1.814,3.7489199127408375,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.0332252499813539,-0.03328563242363952
2018-03-19,4.51,1.797,3.584542471667824,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.000394167475304681,-0.0336797998989442
2018-03-20,4.54,1.831,3.6032973538138515,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.011921768534748007,-0.02175803136419619
2018-03-21,4.54,1.897,3.5814685956267285,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.005800072892525013,-0.027558104256721203
2018-03-22,4.56,1.889,3.6041145057100152,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006937918374162857,-0.03449602263088406
2018-03-23,4.61,1.912,3.6465075142205636,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.009728554440456514,-0.02476746819042755
2018-03-26,4.55,1.893,3.5927915506683714,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.010814294264018346,-0.013953173926409204
2018-03-27,4.5,1.892,3.5431222894287826,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.01011255237878151,-0.003840621547627694
2018-03-28,4.46,1.899,3.5008071181059064,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006660491598612853,-0.010501113146240547
